raw_locator,set_code,collector_number,limitless_card_url,in_top10_raw_union,in_top50_raw_union,minimum_archetype_rank,archetype_count,archetypes,archetype_ranks,archetype_quantities,anki_tags,resolution_status,resolved_name,mechanical_fingerprint,mechanical_card_key,mechanical_group_id
DRI-51,DRI,51,https://limitlesstcg.com/cards/DRI/51,True,True,10,7,Rocket's Honchkrow | Rocket's Mewtwo | Metagross | Kangaskhan Bouffalant | Rocket's Spidops | Joltik Box | Sylveon,10 | 14 | 22 | 28 | 40 | 45 | 47,Rocket's Honchkrow:2 | Rocket's Mewtwo:2 | Metagross:1 | Kangaskhan Bouffalant:1 | Rocket's Spidops:2 | Joltik Box:1 | Sylveon:1,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::rocket_s_spidops ptcg::archetype::joltik_box ptcg::archetype::sylveon ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
PRE-127,PRE,127,https://limitlesstcg.com/cards/PRE/127,True,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:4,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
SSP-183,SSP,183,https://limitlesstcg.com/cards/SSP/183,True,True,10,1,Rocket's Honchkrow,10,Rocket's Honchkrow:1,ptcg::archetype::rocket_s_honchkrow ptcg::meta::2026_06::top50 ptcg::meta::2026_06::top10,unresolved_print_locator,,,,
DRI-11,DRI,11,https://limitlesstcg.com/cards/DRI/11,False,True,11,1,Crustle,11,Crustle:3,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-12,DRI,12,https://limitlesstcg.com/cards/DRI/12,False,True,11,1,Crustle,11,Crustle:3,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-159,JTG,159,https://limitlesstcg.com/cards/JTG/159,False,True,11,2,Crustle | Sylveon,11 | 47,Crustle:4 | Sylveon:1,ptcg::archetype::crustle ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-123,MEG,123,https://limitlesstcg.com/cards/MEG/123,False,True,11,1,Crustle,11,Crustle:1,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-91,PFL,91,https://limitlesstcg.com/cards/PFL/91,False,True,11,3,Crustle | Kangaskhan Bouffalant | Sylveon,11 | 28 | 47,Crustle:4 | Kangaskhan Bouffalant:4 | Sylveon:3,ptcg::archetype::crustle ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-86,POR,86,https://limitlesstcg.com/cards/POR/86,False,True,11,2,Crustle | Decidueye,11 | 41,Crustle:4 | Decidueye:3,ptcg::archetype::crustle ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SFA-64,SFA,64,https://limitlesstcg.com/cards/SFA/64,False,True,11,2,Crustle | Sylveon,11 | 47,Crustle:1 | Sylveon:1,ptcg::archetype::crustle ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-179,SSP,179,https://limitlesstcg.com/cards/SSP/179,False,True,11,2,Crustle | Mega Absol Box,11 | 32,Crustle:1 | Mega Absol Box:2,ptcg::archetype::crustle ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SVI-186,SVI,186,https://limitlesstcg.com/cards/SVI/186,False,True,11,12,Crustle | Mega Lopunny | Cynthia's Garchomp | Hop's Trevenant | Kangaskhan Bouffalant | Okidogi | Toxtricity | Mega Manectric | Mega Froslass | Bronzong | Sylveon | Froslass Munkidori,11 | 16 | 17 | 18 | 28 | 29 | 35 | 38 | 42 | 44 | 47 | 48,Crustle:3 | Mega Lopunny:3 | Cynthia's Garchomp:2 | Hop's Trevenant:4 | Kangaskhan Bouffalant:3 | Okidogi:1 | Toxtricity:3 | Mega Manectric:4 | Mega Froslass:2 | Bronzong:3 | Sylveon:4 | Froslass Munkidori:4,ptcg::archetype::crustle ptcg::archetype::mega_lopunny ptcg::archetype::cynthia_s_garchomp ptcg::archetype::hop_s_trevenant ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::okidogi ptcg::archetype::toxtricity ptcg::archetype::mega_manectric ptcg::archetype::mega_froslass ptcg::archetype::bronzong ptcg::archetype::sylveon ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-142,TEF,142,https://limitlesstcg.com/cards/TEF/142,False,True,11,1,Crustle,11,Crustle:1,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-146,TEF,146,https://limitlesstcg.com/cards/TEF/146,False,True,11,1,Crustle,11,Crustle:2,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-150,TEF,150,https://limitlesstcg.com/cards/TEF/150,False,True,11,1,Crustle,11,Crustle:1,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-161,TEF,161,https://limitlesstcg.com/cards/TEF/161,False,True,11,6,Crustle | Mega Lopunny | Hop's Trevenant | Kangaskhan Bouffalant | Doublade | Sylveon,11 | 16 | 18 | 28 | 34 | 47,Crustle:4 | Mega Lopunny:4 | Hop's Trevenant:4 | Kangaskhan Bouffalant:2 | Doublade:4 | Sylveon:4,ptcg::archetype::crustle ptcg::archetype::mega_lopunny ptcg::archetype::hop_s_trevenant ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::doublade ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-146,TWM,146,https://limitlesstcg.com/cards/TWM/146,False,True,11,1,Crustle,11,Crustle:1,ptcg::archetype::crustle ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-149,TWM,149,https://limitlesstcg.com/cards/TWM/149,False,True,11,2,Crustle | Festival Lead,11 | 13,Crustle:1 | Festival Lead:3,ptcg::archetype::crustle ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-171,ASC,171,https://limitlesstcg.com/cards/ASC/171,False,True,12,6,Beedrill | Mega Lopunny | Archaludon | Tera Box | Flareon | Hydreigon,12 | 16 | 25 | 31 | 33 | 49,Beedrill:1 | Mega Lopunny:1 | Archaludon:1 | Tera Box:2 | Flareon:2 | Hydreigon:2,ptcg::archetype::beedrill ptcg::archetype::mega_lopunny ptcg::archetype::archaludon ptcg::archetype::tera_box ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-1,CRI,1,https://limitlesstcg.com/cards/CRI/1,False,True,12,1,Beedrill,12,Beedrill:4,ptcg::archetype::beedrill ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-2,CRI,2,https://limitlesstcg.com/cards/CRI/2,False,True,12,1,Beedrill,12,Beedrill:4,ptcg::archetype::beedrill ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-3,CRI,3,https://limitlesstcg.com/cards/CRI/3,False,True,12,1,Beedrill,12,Beedrill:4,ptcg::archetype::beedrill ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-156,JTG,156,https://limitlesstcg.com/cards/JTG/156,False,True,12,2,Beedrill | Ethan's Typhlosion,12 | 19,Beedrill:1 | Ethan's Typhlosion:1,ptcg::archetype::beedrill ptcg::archetype::ethan_s_typhlosion ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-152,TWM,152,https://limitlesstcg.com/cards/TWM/152,False,True,12,1,Beedrill,12,Beedrill:1,ptcg::archetype::beedrill ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
BLK-6,BLK,6,https://limitlesstcg.com/cards/BLK/6,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-7,JTG,7,https://limitlesstcg.com/cards/JTG/7,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-21,PRE,21,https://limitlesstcg.com/cards/PRE/21,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-174,SSP,174,https://limitlesstcg.com/cards/SSP/174,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-126,TWM,126,https://limitlesstcg.com/cards/TWM/126,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-14,TWM,14,https://limitlesstcg.com/cards/TWM/14,False,True,13,1,Festival Lead,13,Festival Lead:4,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-15,TWM,15,https://limitlesstcg.com/cards/TWM/15,False,True,13,1,Festival Lead,13,Festival Lead:4,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-154,TWM,154,https://limitlesstcg.com/cards/TWM/154,False,True,13,5,Festival Lead | Ethan's Typhlosion | Steven's Metagross | Flareon | Bronzong,13 | 19 | 26 | 33 | 44,Festival Lead:2 | Ethan's Typhlosion:1 | Steven's Metagross:1 | Flareon:1 | Bronzong:1,ptcg::archetype::festival_lead ptcg::archetype::ethan_s_typhlosion ptcg::archetype::steven_s_metagross ptcg::archetype::flareon ptcg::archetype::bronzong ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-16,TWM,16,https://limitlesstcg.com/cards/TWM/16,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-44,TWM,44,https://limitlesstcg.com/cards/TWM/44,False,True,13,1,Festival Lead,13,Festival Lead:1,ptcg::archetype::festival_lead ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-18,ASC,18,https://limitlesstcg.com/cards/ASC/18,False,True,14,2,Rocket's Mewtwo | Rocket's Spidops,14 | 40,Rocket's Mewtwo:4 | Rocket's Spidops:4,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-19,ASC,19,https://limitlesstcg.com/cards/ASC/19,False,True,14,2,Rocket's Mewtwo | Rocket's Spidops,14 | 40,Rocket's Mewtwo:4 | Rocket's Spidops:4,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-79,ASC,79,https://limitlesstcg.com/cards/ASC/79,False,True,14,2,Rocket's Mewtwo | Rocket's Spidops,14 | 40,Rocket's Mewtwo:2 | Rocket's Spidops:1,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-97,ASC,97,https://limitlesstcg.com/cards/ASC/97,False,True,14,3,Rocket's Mewtwo | Steven's Metagross | Rocket's Spidops,14 | 26 | 40,Rocket's Mewtwo:2 | Steven's Metagross:1 | Rocket's Spidops:2,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::steven_s_metagross ptcg::archetype::rocket_s_spidops ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-80,CRI,80,https://limitlesstcg.com/cards/CRI/80,False,True,14,3,Rocket's Mewtwo | Archaludon | Mega Absol Box,14 | 25 | 32,Rocket's Mewtwo:2 | Archaludon:2 | Mega Absol Box:2,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::archaludon ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-154,TEF,154,https://limitlesstcg.com/cards/TEF/154,False,True,14,1,Rocket's Mewtwo,14,Rocket's Mewtwo:1,ptcg::archetype::rocket_s_mewtwo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-46,ASC,46,https://limitlesstcg.com/cards/ASC/46,False,True,15,6,Mega Starmie | Greninja | Marnie's Grimmsnarl | Mega Froslass | Bronzong | Froslass Munkidori,15 | 20 | 24 | 42 | 44 | 48,Mega Starmie:4 | Greninja:1 | Marnie's Grimmsnarl:2 | Mega Froslass:4 | Bronzong:3 | Froslass Munkidori:4,ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_froslass ptcg::archetype::bronzong ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-47,ASC,47,https://limitlesstcg.com/cards/ASC/47,False,True,15,5,Mega Starmie | Greninja | Mega Froslass | Bronzong | Froslass Munkidori,15 | 20 | 42 | 44 | 48,Mega Starmie:1 | Greninja:1 | Mega Froslass:2 | Bronzong:2 | Froslass Munkidori:1,ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::mega_froslass ptcg::archetype::bronzong ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-127,MEG,127,https://limitlesstcg.com/cards/MEG/127,False,True,15,3,Mega Starmie | Bloodmoon Ursaluna | Mega Froslass,15 | 37 | 42,Mega Starmie:2 | Bloodmoon Ursaluna:3 | Mega Froslass:2,ptcg::archetype::mega_starmie ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_froslass ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-132,MEG,132,https://limitlesstcg.com/cards/MEG/132,False,True,15,6,Mega Starmie | Mega Lopunny | Greninja | Mega Venusaur | Eelektrik | Mega Froslass,15 | 16 | 20 | 30 | 36 | 42,Mega Starmie:1 | Mega Lopunny:4 | Greninja:1 | Mega Venusaur:1 | Eelektrik:2 | Mega Froslass:1,ptcg::archetype::mega_starmie ptcg::archetype::mega_lopunny ptcg::archetype::greninja ptcg::archetype::mega_venusaur ptcg::archetype::eelektrik ptcg::archetype::mega_froslass ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-20,POR,20,https://limitlesstcg.com/cards/POR/20,False,True,15,5,Mega Starmie | Greninja | Eelektrik | Mega Froslass | Palafin,15 | 20 | 36 | 42 | 46,Mega Starmie:2 | Greninja:2 | Eelektrik:2 | Mega Froslass:1 | Palafin:1,ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::eelektrik ptcg::archetype::mega_froslass ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-21,POR,21,https://limitlesstcg.com/cards/POR/21,False,True,15,5,Mega Starmie | Greninja | Eelektrik | Mega Froslass | Palafin,15 | 20 | 36 | 42 | 46,Mega Starmie:2 | Greninja:1 | Eelektrik:2 | Mega Froslass:1 | Palafin:1,ptcg::archetype::mega_starmie ptcg::archetype::greninja ptcg::archetype::eelektrik ptcg::archetype::mega_froslass ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-115,PRE,115,https://limitlesstcg.com/cards/PRE/115,False,True,15,2,Mega Starmie | Froslass Munkidori,15 | 48,Mega Starmie:2 | Froslass Munkidori:3,ptcg::archetype::mega_starmie ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-128,TEF,128,https://limitlesstcg.com/cards/TEF/128,False,True,15,2,Mega Starmie | Palafin,15 | 46,Mega Starmie:2 | Palafin:1,ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-160,TEF,160,https://limitlesstcg.com/cards/TEF/160,False,True,15,2,Mega Starmie | Bronzong,15 | 44,Mega Starmie:1 | Bronzong:2,ptcg::archetype::mega_starmie ptcg::archetype::bronzong ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-52,TWM,52,https://limitlesstcg.com/cards/TWM/52,False,True,15,2,Mega Starmie | Froslass Munkidori,15 | 48,Mega Starmie:1 | Froslass Munkidori:1,ptcg::archetype::mega_starmie ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-53,TWM,53,https://limitlesstcg.com/cards/TWM/53,False,True,15,5,Mega Starmie | Marnie's Grimmsnarl | Mega Froslass | Bronzong | Froslass Munkidori,15 | 24 | 42 | 44 | 48,Mega Starmie:3 | Marnie's Grimmsnarl:2 | Mega Froslass:2 | Bronzong:2 | Froslass Munkidori:3,ptcg::archetype::mega_starmie ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_froslass ptcg::archetype::bronzong ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-83,PFL,83,https://limitlesstcg.com/cards/PFL/83,False,True,16,2,Mega Lopunny | Mega Sharpedo,16 | 39,Mega Lopunny:3 | Mega Sharpedo:1,ptcg::archetype::mega_lopunny ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-84,PFL,84,https://limitlesstcg.com/cards/PFL/84,False,True,16,2,Mega Lopunny | Mega Sharpedo,16 | 39,Mega Lopunny:3 | Mega Sharpedo:1,ptcg::archetype::mega_lopunny ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-85,PFL,85,https://limitlesstcg.com/cards/PFL/85,False,True,16,9,Mega Lopunny | Ethan's Typhlosion | Archaludon | Steven's Metagross | Okidogi | Doublade | Eelektrik | Hydreigon | Mega Charizard X,16 | 19 | 25 | 26 | 29 | 34 | 36 | 49 | 50,Mega Lopunny:3 | Ethan's Typhlosion:2 | Archaludon:2 | Steven's Metagross:1 | Okidogi:2 | Doublade:2 | Eelektrik:2 | Hydreigon:1 | Mega Charizard X:1,ptcg::archetype::mega_lopunny ptcg::archetype::ethan_s_typhlosion ptcg::archetype::archaludon ptcg::archetype::steven_s_metagross ptcg::archetype::okidogi ptcg::archetype::doublade ptcg::archetype::eelektrik ptcg::archetype::hydreigon ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-80,TWM,80,https://limitlesstcg.com/cards/TWM/80,False,True,16,1,Mega Lopunny,16,Mega Lopunny:1,ptcg::archetype::mega_lopunny ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-109,ASC,109,https://limitlesstcg.com/cards/ASC/109,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:4,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-110,ASC,110,https://limitlesstcg.com/cards/ASC/110,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:4,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-111,ASC,111,https://limitlesstcg.com/cards/ASC/111,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:3,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-133,ASC,133,https://limitlesstcg.com/cards/ASC/133,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:1,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-162,DRI,162,https://limitlesstcg.com/cards/DRI/162,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:3,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-7,DRI,7,https://limitlesstcg.com/cards/DRI/7,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:4,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-8,DRI,8,https://limitlesstcg.com/cards/DRI/8,False,True,17,1,Cynthia's Garchomp,17,Cynthia's Garchomp:3,ptcg::archetype::cynthia_s_garchomp ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-76,POR,76,https://limitlesstcg.com/cards/POR/76,False,True,17,10,Cynthia's Garchomp | Ethan's Typhlosion | Greninja | Archaludon | Mega Diancie | Mega Venusaur | Eelektrik | Mega Sharpedo | Decidueye | Mega Charizard X,17 | 19 | 20 | 25 | 27 | 30 | 36 | 39 | 41 | 50,Cynthia's Garchomp:1 | Ethan's Typhlosion:1 | Greninja:1 | Archaludon:2 | Mega Diancie:3 | Mega Venusaur:1 | Eelektrik:1 | Mega Sharpedo:4 | Decidueye:1 | Mega Charizard X:1,ptcg::archetype::cynthia_s_garchomp ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::archaludon ptcg::archetype::mega_diancie ptcg::archetype::mega_venusaur ptcg::archetype::eelektrik ptcg::archetype::mega_sharpedo ptcg::archetype::decidueye ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-177,ASC,177,https://limitlesstcg.com/cards/ASC/177,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:1,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-95,ASC,95,https://limitlesstcg.com/cards/ASC/95,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:4,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-96,ASC,96,https://limitlesstcg.com/cards/ASC/96,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:3,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-117,JTG,117,https://limitlesstcg.com/cards/JTG/117,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:2,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-135,JTG,135,https://limitlesstcg.com/cards/JTG/135,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:1,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-136,JTG,136,https://limitlesstcg.com/cards/JTG/136,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:1,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-147,JTG,147,https://limitlesstcg.com/cards/JTG/147,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:2,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-148,JTG,148,https://limitlesstcg.com/cards/JTG/148,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:4,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-154,JTG,154,https://limitlesstcg.com/cards/JTG/154,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:4,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-151,TWM,151,https://limitlesstcg.com/cards/TWM/151,False,True,18,1,Hop's Trevenant,18,Hop's Trevenant:2,ptcg::archetype::hop_s_trevenant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-212,ASC,212,https://limitlesstcg.com/cards/ASC/212,False,True,19,3,Ethan's Typhlosion | Steven's Metagross | Palafin,19 | 26 | 46,Ethan's Typhlosion:1 | Steven's Metagross:1 | Palafin:1,ptcg::archetype::ethan_s_typhlosion ptcg::archetype::steven_s_metagross ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-165,DRI,165,https://limitlesstcg.com/cards/DRI/165,False,True,19,1,Ethan's Typhlosion,19,Ethan's Typhlosion:4,ptcg::archetype::ethan_s_typhlosion ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-32,DRI,32,https://limitlesstcg.com/cards/DRI/32,False,True,19,1,Ethan's Typhlosion,19,Ethan's Typhlosion:4,ptcg::archetype::ethan_s_typhlosion ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-33,DRI,33,https://limitlesstcg.com/cards/DRI/33,False,True,19,1,Ethan's Typhlosion,19,Ethan's Typhlosion:4,ptcg::archetype::ethan_s_typhlosion ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-34,DRI,34,https://limitlesstcg.com/cards/DRI/34,False,True,19,1,Ethan's Typhlosion,19,Ethan's Typhlosion:4,ptcg::archetype::ethan_s_typhlosion ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-82,POR,82,https://limitlesstcg.com/cards/POR/82,False,True,19,2,Ethan's Typhlosion | Ceruledge,19 | 23,Ethan's Typhlosion:1 | Ceruledge:4,ptcg::archetype::ethan_s_typhlosion ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-21,SSP,21,https://limitlesstcg.com/cards/SSP/21,False,True,19,1,Ethan's Typhlosion,19,Ethan's Typhlosion:2,ptcg::archetype::ethan_s_typhlosion ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-136,SCR,136,https://limitlesstcg.com/cards/SCR/136,False,True,20,1,Greninja,20,Greninja:1,ptcg::archetype::greninja ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SFA-57,SFA,57,https://limitlesstcg.com/cards/SFA/57,False,True,20,3,Greninja | Mega Venusaur | Mega Manectric,20 | 30 | 38,Greninja:2 | Mega Venusaur:1 | Mega Manectric:1,ptcg::archetype::greninja ptcg::archetype::mega_venusaur ptcg::archetype::mega_manectric ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-57,TWM,57,https://limitlesstcg.com/cards/TWM/57,False,True,20,1,Greninja,20,Greninja:1,ptcg::archetype::greninja ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-151,JTG,151,https://limitlesstcg.com/cards/JTG/151,False,True,21,2,Lillie's Clefairy | Mega Diancie,21 | 27,Lillie's Clefairy:2 | Mega Diancie:1,ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-175,SSP,175,https://limitlesstcg.com/cards/SSP/175,False,True,21,1,Lillie's Clefairy,21,Lillie's Clefairy:4,ptcg::archetype::lillie_s_clefairy ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-157,TEF,157,https://limitlesstcg.com/cards/TEF/157,False,True,21,3,Lillie's Clefairy | Mega Manectric | Decidueye,21 | 38 | 41,Lillie's Clefairy:1 | Mega Manectric:1 | Decidueye:1,ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_manectric ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-162,ASC,162,https://limitlesstcg.com/cards/ASC/162,False,True,22,4,Metagross | Kangaskhan Bouffalant | Rocket's Spidops | Joltik Box,22 | 28 | 40 | 45,Metagross:1 | Kangaskhan Bouffalant:1 | Rocket's Spidops:1 | Joltik Box:1,ptcg::archetype::metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::rocket_s_spidops ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
BLK-67,BLK,67,https://limitlesstcg.com/cards/BLK/67,False,True,22,3,Metagross | Steven's Metagross | Doublade,22 | 26 | 34,Metagross:2 | Steven's Metagross:2 | Doublade:2,ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::archetype::doublade ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
