rank,archetype,combined_archetype_entries,representative_player,quantity,set_code,collector_number,raw_locator,top10,limitless_card_url,archetype_tag,meta_tag_top50,meta_tag_top10
38,Mega Manectric,5,Ben Solomon,1,SFA,57,SFA-57,False,https://limitlesstcg.com/cards/SFA/57,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,4,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,4,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,1,TEF,157,TEF-157,False,https://limitlesstcg.com/cards/TEF/157,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,2,TWM,153,TWM-153,False,https://limitlesstcg.com/cards/TWM/153,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,5,MEE,4,MEE-4,False,https://limitlesstcg.com/cards/MEE/4,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,4,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,2,MEE,3,MEE-3,False,https://limitlesstcg.com/cards/MEE/3,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
38,Mega Manectric,5,Ben Solomon,2,MEE,5,MEE-5,False,https://limitlesstcg.com/cards/MEE/5,ptcg::archetype::mega_manectric,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,3,PFL,60,PFL-60,False,https://limitlesstcg.com/cards/PFL/60,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,3,PFL,61,PFL-61,False,https://limitlesstcg.com/cards/PFL/61,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,PFL,67,PFL-67,False,https://limitlesstcg.com/cards/PFL/67,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,PFL,68,PFL-68,False,https://limitlesstcg.com/cards/PFL/68,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,ASC,99,ASC-99,False,https://limitlesstcg.com/cards/ASC/99,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,TWM,131,TWM-131,False,https://limitlesstcg.com/cards/TWM/131,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,SFA,39,SFA-39,False,https://limitlesstcg.com/cards/SFA/39,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,1,PFL,83,PFL-83,False,https://limitlesstcg.com/cards/PFL/83,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,1,PFL,84,PFL-84,False,https://limitlesstcg.com/cards/PFL/84,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,1,MEG,88,MEG-88,False,https://limitlesstcg.com/cards/MEG/88,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,4,POR,76,POR-76,False,https://limitlesstcg.com/cards/POR/76,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,3,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,ASC,207,ASC-207,False,https://limitlesstcg.com/cards/ASC/207,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,3,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,3,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,1,MEG,121,MEG-121,False,https://limitlesstcg.com/cards/MEG/121,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,1,TWM,165,TWM-165,False,https://limitlesstcg.com/cards/TWM/165,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,PRE,95,PRE-95,False,https://limitlesstcg.com/cards/PRE/95,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,2,ASC,210,ASC-210,False,https://limitlesstcg.com/cards/ASC/210,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,1,SSP,177,SSP-177,False,https://limitlesstcg.com/cards/SSP/177,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
39,Mega Sharpedo,5,Adam Reinhardt,9,MEE,7,MEE-7,False,https://limitlesstcg.com/cards/MEE/7,ptcg::archetype::mega_sharpedo,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,4,ASC,18,ASC-18,False,https://limitlesstcg.com/cards/ASC/18,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,4,ASC,19,ASC-19,False,https://limitlesstcg.com/cards/ASC/19,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,2,ASC,97,ASC-97,False,https://limitlesstcg.com/cards/ASC/97,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,2,DRI,51,DRI-51,False,https://limitlesstcg.com/cards/DRI/51,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,ASC,79,ASC-79,False,https://limitlesstcg.com/cards/ASC/79,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,ASC,162,ASC-162,False,https://limitlesstcg.com/cards/ASC/162,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,ASC,76,ASC-76,False,https://limitlesstcg.com/cards/ASC/76,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,3,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,3,ASC,202,ASC-202,False,https://limitlesstcg.com/cards/ASC/202,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,3,ASC,208,ASC-208,False,https://limitlesstcg.com/cards/ASC/208,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,3,ASC,204,ASC-204,False,https://limitlesstcg.com/cards/ASC/204,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,ASC,207,ASC-207,False,https://limitlesstcg.com/cards/ASC/207,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,ASC,201,ASC-201,False,https://limitlesstcg.com/cards/ASC/201,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,4,ASC,209,ASC-209,False,https://limitlesstcg.com/cards/ASC/209,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,2,TWM,143,TWM-143,False,https://limitlesstcg.com/cards/TWM/143,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,TWM,163,TWM-163,False,https://limitlesstcg.com/cards/TWM/163,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,MEG,115,MEG-115,False,https://limitlesstcg.com/cards/MEG/115,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,DRI,168,DRI-168,False,https://limitlesstcg.com/cards/DRI/168,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,2,WHT,80,WHT-80,False,https://limitlesstcg.com/cards/WHT/80,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,3,ASC,203,ASC-203,False,https://limitlesstcg.com/cards/ASC/203,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,6,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,4,ASC,217,ASC-217,False,https://limitlesstcg.com/cards/ASC/217,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
40,Rocket's Spidops,5,Grayson Marrs,1,MEE,5,MEE-5,False,https://limitlesstcg.com/cards/MEE/5,ptcg::archetype::rocket_s_spidops,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,SFA,3,SFA-3,False,https://limitlesstcg.com/cards/SFA/3,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,POR,11,POR-11,False,https://limitlesstcg.com/cards/POR/11,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,POR,12,POR-12,False,https://limitlesstcg.com/cards/POR/12,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,SSP,5,SSP-5,False,https://limitlesstcg.com/cards/SSP/5,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,POR,8,POR-8,False,https://limitlesstcg.com/cards/POR/8,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,POR,9,POR-9,False,https://limitlesstcg.com/cards/POR/9,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,JTG,120,JTG-120,False,https://limitlesstcg.com/cards/JTG/120,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,TEF,129,TEF-129,False,https://limitlesstcg.com/cards/TEF/129,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,TEF,84,TEF-84,False,https://limitlesstcg.com/cards/TEF/84,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,ASC,142,ASC-142,False,https://limitlesstcg.com/cards/ASC/142,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,ASC,16,ASC-16,False,https://limitlesstcg.com/cards/ASC/16,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,PFL,87,PFL-87,False,https://limitlesstcg.com/cards/PFL/87,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,POR,76,POR-76,False,https://limitlesstcg.com/cards/POR/76,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,4,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,TWM,143,TWM-143,False,https://limitlesstcg.com/cards/TWM/143,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,TEF,157,TEF-157,False,https://limitlesstcg.com/cards/TEF/157,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,DRI,168,DRI-168,False,https://limitlesstcg.com/cards/DRI/168,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,1,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,4,MEG,117,MEG-117,False,https://limitlesstcg.com/cards/MEG/117,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,MEE,1,MEE-1,False,https://limitlesstcg.com/cards/MEE/1,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,3,POR,86,POR-86,False,https://limitlesstcg.com/cards/POR/86,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
41,Decidueye,5,Alexandra Smith,2,WHT,86,WHT-86,False,https://limitlesstcg.com/cards/WHT/86,ptcg::archetype::decidueye,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,4,ASC,46,ASC-46,False,https://limitlesstcg.com/cards/ASC/46,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,TWM,53,TWM-53,False,https://limitlesstcg.com/cards/TWM/53,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,ASC,47,ASC-47,False,https://limitlesstcg.com/cards/ASC/47,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,3,ASC,99,ASC-99,False,https://limitlesstcg.com/cards/ASC/99,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,JTG,120,JTG-120,False,https://limitlesstcg.com/cards/JTG/120,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,TEF,129,TEF-129,False,https://limitlesstcg.com/cards/TEF/129,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,POR,20,POR-20,False,https://limitlesstcg.com/cards/POR/20,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,POR,21,POR-21,False,https://limitlesstcg.com/cards/POR/21,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,ASC,16,ASC-16,False,https://limitlesstcg.com/cards/ASC/16,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,DRI,10,DRI-10,False,https://limitlesstcg.com/cards/DRI/10,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,3,TWM,157,TWM-157,False,https://limitlesstcg.com/cards/TWM/157,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,3,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,3,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,WHT,84,WHT-84,False,https://limitlesstcg.com/cards/WHT/84,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,SCR,133,SCR-133,False,https://limitlesstcg.com/cards/SCR/133,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,TWM,155,TWM-155,False,https://limitlesstcg.com/cards/TWM/155,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,MEG,132,MEG-132,False,https://limitlesstcg.com/cards/MEG/132,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,3,ASC,184,ASC-184,False,https://limitlesstcg.com/cards/ASC/184,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,SCR,134,SCR-134,False,https://limitlesstcg.com/cards/SCR/134,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,2,MEG,127,MEG-127,False,https://limitlesstcg.com/cards/MEG/127,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,1,SSP,177,SSP-177,False,https://limitlesstcg.com/cards/SSP/177,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,4,MEE,3,MEE-3,False,https://limitlesstcg.com/cards/MEE/3,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
42,Mega Froslass,5,Enrique Uribe,4,MEE,7,MEE-7,False,https://limitlesstcg.com/cards/MEE/7,ptcg::archetype::mega_froslass,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,4,MEG,35,MEG-35,False,https://limitlesstcg.com/cards/MEG/35,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,4,MEG,36,MEG-36,False,https://limitlesstcg.com/cards/MEG/36,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,2,CRI,23,CRI-23,False,https://limitlesstcg.com/cards/CRI/23,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,1,CRI,24,CRI-24,False,https://limitlesstcg.com/cards/CRI/24,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,2,MEG,34,MEG-34,False,https://limitlesstcg.com/cards/MEG/34,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,4,ASC,207,ASC-207,False,https://limitlesstcg.com/cards/ASC/207,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,4,PFL,87,PFL-87,False,https://limitlesstcg.com/cards/PFL/87,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,2,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,4,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,1,TEF,152,TEF-152,False,https://limitlesstcg.com/cards/TEF/152,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,2,MEG,129,MEG-129,False,https://limitlesstcg.com/cards/MEG/129,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
43,Mega Abomasnow,4,Phoebe Jones,30,MEE,3,MEE-3,False,https://limitlesstcg.com/cards/MEE/3,ptcg::archetype::mega_abomasnow,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,3,TEF,68,TEF-68,False,https://limitlesstcg.com/cards/TEF/68,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,3,TEF,69,TEF-69,False,https://limitlesstcg.com/cards/TEF/69,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,3,ASC,46,ASC-46,False,https://limitlesstcg.com/cards/ASC/46,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,2,TWM,53,TWM-53,False,https://limitlesstcg.com/cards/TWM/53,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,2,ASC,47,ASC-47,False,https://limitlesstcg.com/cards/ASC/47,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,3,ASC,99,ASC-99,False,https://limitlesstcg.com/cards/ASC/99,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,BLK,40,BLK-40,False,https://limitlesstcg.com/cards/BLK/40,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,ASC,76,ASC-76,False,https://limitlesstcg.com/cards/ASC/76,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,SSP,76,SSP-76,False,https://limitlesstcg.com/cards/SSP/76,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,POR,62,POR-62,False,https://limitlesstcg.com/cards/POR/62,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,4,MEG,119,MEG-119,False,https://limitlesstcg.com/cards/MEG/119,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,2,SCR,133,SCR-133,False,https://limitlesstcg.com/cards/SCR/133,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,2,TEF,160,TEF-160,False,https://limitlesstcg.com/cards/TEF/160,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,MEG,114,MEG-114,False,https://limitlesstcg.com/cards/MEG/114,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,WHT,84,WHT-84,False,https://limitlesstcg.com/cards/WHT/84,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,TWM,154,TWM-154,False,https://limitlesstcg.com/cards/TWM/154,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,4,POR,81,POR-81,False,https://limitlesstcg.com/cards/POR/81,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,3,MEG,131,MEG-131,False,https://limitlesstcg.com/cards/MEG/131,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,3,SVI,186,SVI-186,False,https://limitlesstcg.com/cards/SVI/186,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,2,ASC,196,ASC-196,False,https://limitlesstcg.com/cards/ASC/196,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,TWM,163,TWM-163,False,https://limitlesstcg.com/cards/TWM/163,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,MEG,130,MEG-130,False,https://limitlesstcg.com/cards/MEG/130,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,TWM,158,TWM-158,False,https://limitlesstcg.com/cards/TWM/158,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,ASC,181,ASC-181,False,https://limitlesstcg.com/cards/ASC/181,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
44,Bronzong,3,Tyler O'Barto,1,TWM,153,TWM-153,False,https://limitlesstcg.com/cards/TWM/153,ptcg::archetype::bronzong,ptcg::meta::2026_06::top50,
