card_key,name,archetype,archetype_tag,top10_core
Mega Sharpedo ex · PFL 061,Mega Sharpedo ex,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Mega Signal · MEG 121,Mega Signal,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Munkidori · TWM 095,Munkidori,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Night Stretcher · SFA 061,Night Stretcher,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Pecharunt ex · SFA 039,Pecharunt ex,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Poké Pad · ASC 198,Poké Pad,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Tatsugiri · SVP 118,Tatsugiri,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Team Rocket's Watchtower · DRI 180,Team Rocket's Watchtower,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Toxel · PFL 067,Toxel,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Toxtricity · MEP 017,Toxtricity,Mega Sharpedo,ptcg::archetype::mega_sharpedo,False
Ultra Ball · BRS 150,Ultra Ball,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Unfair Stamp · TWM 165,Unfair Stamp,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Yveltal · MEG 088,Yveltal,Mega Sharpedo,ptcg::archetype::mega_sharpedo,True
Boss's Orders · PAL 172,Boss's Orders,Mega Starmie,ptcg::archetype::mega_starmie,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Mega Starmie,ptcg::archetype::mega_starmie,True
Budew · PRE 004,Budew,Mega Starmie,ptcg::archetype::mega_starmie,True
Crispin · SCR 133,Crispin,Mega Starmie,ptcg::archetype::mega_starmie,True
Darkness Energy · DP 129,Darkness Energy,Mega Starmie,ptcg::archetype::mega_starmie,True
Dudunsparce · TEF 129,Dudunsparce,Mega Starmie,ptcg::archetype::mega_starmie,True
Dunsparce · TEF 128,Dunsparce,Mega Starmie,ptcg::archetype::mega_starmie,False
Froslass · SVP 117,Froslass,Mega Starmie,ptcg::archetype::mega_starmie,False
Glalie · TWM 052,Glalie,Mega Starmie,ptcg::archetype::mega_starmie,False
Hilda · WHT 084,Hilda,Mega Starmie,ptcg::archetype::mega_starmie,True
Ignition Energy · WHT 086,Ignition Energy,Mega Starmie,ptcg::archetype::mega_starmie,True
Larry's Skill · PRE 115,Larry's Skill,Mega Starmie,ptcg::archetype::mega_starmie,False
Legacy Energy · TWM 167,Legacy Energy,Mega Starmie,ptcg::archetype::mega_starmie,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Starmie,ptcg::archetype::mega_starmie,True
Mega Froslass ex · ASC 047,Mega Froslass ex,Mega Starmie,ptcg::archetype::mega_starmie,False
Mega Starmie ex · POR 021,Mega Starmie ex,Mega Starmie,ptcg::archetype::mega_starmie,False
Meowth ex · POR 062,Meowth ex,Mega Starmie,ptcg::archetype::mega_starmie,True
Munkidori · TWM 095,Munkidori,Mega Starmie,ptcg::archetype::mega_starmie,True
Night Stretcher · SFA 061,Night Stretcher,Mega Starmie,ptcg::archetype::mega_starmie,True
Poké Pad · ASC 198,Poké Pad,Mega Starmie,ptcg::archetype::mega_starmie,True
Risky Ruins · MEG 127,Risky Ruins,Mega Starmie,ptcg::archetype::mega_starmie,False
Salvatore · TEF 160,Salvatore,Mega Starmie,ptcg::archetype::mega_starmie,False
Snorunt · ASC 046,Snorunt,Mega Starmie,ptcg::archetype::mega_starmie,False
Staryu · POR 020,Staryu,Mega Starmie,ptcg::archetype::mega_starmie,False
Ultra Ball · BRS 150,Ultra Ball,Mega Starmie,ptcg::archetype::mega_starmie,True
Wally's Compassion · MEG 132,Wally's Compassion,Mega Starmie,ptcg::archetype::mega_starmie,False
Water Energy · BS 102,Water Energy,Mega Starmie,ptcg::archetype::mega_starmie,True
Air Balloon · BLK 079,Air Balloon,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Bayleef · MEG 009,Bayleef,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Boss's Orders · PAL 172,Boss's Orders,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Bug Catching Set · TWM 143,Bug Catching Set,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Bulbasaur · MEG 001,Bulbasaur,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Celebi · MEG 012,Celebi,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Chikorita · MEG 008,Chikorita,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Colress's Tenacity · SFA 057,Colress's Tenacity,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Fezandipiti ex · SFA 038,Fezandipiti ex,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Forest of Vitality · MEG 117,Forest of Vitality,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Genesect · PFL 008,Genesect,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Grass Energy · BS 99,Grass Energy,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Ivysaur · MEG 002,Ivysaur,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Judge · FLI 108,Judge,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Lana's Aid · TWM 155,Lana's Aid,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Lillie's Determination · MEG 119,Lillie's Determination,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Max Rod · PRE 116,Max Rod,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Mega Meganium ex · ASC 010,Mega Meganium ex,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Mega Venusaur ex · MEG 003,Mega Venusaur ex,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Meganium · MEG 010,Meganium,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Night Stretcher · SFA 061,Night Stretcher,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Poké Pad · ASC 198,Poké Pad,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Shaymin · DRI 010,Shaymin,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Teal Mask Ogerpon ex · SVP 166,Teal Mask Ogerpon ex,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Ultra Ball · BRS 150,Ultra Ball,Mega Venusaur,ptcg::archetype::mega_venusaur,True
Wally's Compassion · MEG 132,Wally's Compassion,Mega Venusaur,ptcg::archetype::mega_venusaur,False
Air Balloon · BLK 079,Air Balloon,Metagross,ptcg::archetype::metagross,True
Beldum · TEF 113,Beldum,Metagross,ptcg::archetype::metagross,False
Boss's Orders · PAL 172,Boss's Orders,Metagross,ptcg::archetype::metagross,True
Brave Bangle · WHT 080,Brave Bangle,Metagross,ptcg::archetype::metagross,True
Brock's Scouting · JTG 146,Brock's Scouting,Metagross,ptcg::archetype::metagross,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Metagross,ptcg::archetype::metagross,True
Energy Recycler · DRI 164,Energy Recycler,Metagross,ptcg::archetype::metagross,False
Fezandipiti ex · SFA 038,Fezandipiti ex,Metagross,ptcg::archetype::metagross,True
Genesect ex · BLK 067,Genesect ex,Metagross,ptcg::archetype::metagross,False
Gravity Mountain · SSP 177,Gravity Mountain,Metagross,ptcg::archetype::metagross,True
Heatran · TWM 123,Heatran,Metagross,ptcg::archetype::metagross,False
Meowth ex · POR 062,Meowth ex,Metagross,ptcg::archetype::metagross,True
Metagross · CRI 061,Metagross,Metagross,ptcg::archetype::metagross,True
Metal Energy · DP 130,Metal Energy,Metagross,ptcg::archetype::metagross,False
Metang · SVP 090,Metang,Metagross,ptcg::archetype::metagross,False
Night Stretcher · SFA 061,Night Stretcher,Metagross,ptcg::archetype::metagross,True
Precious Trolley · SSP 185,Precious Trolley,Metagross,ptcg::archetype::metagross,False
Regigigas · PRE 086,Regigigas,Metagross,ptcg::archetype::metagross,False
Shaymin · DRI 010,Shaymin,Metagross,ptcg::archetype::metagross,True
Special Red Card · CRI 082,Special Red Card,Metagross,ptcg::archetype::metagross,True
Team Rocket's Articuno · DRI 051,Team Rocket's Articuno,Metagross,ptcg::archetype::metagross,True
Team Rocket's Kangaskhan ex · ASC 162,Team Rocket's Kangaskhan ex,Metagross,ptcg::archetype::metagross,False
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Metagross,ptcg::archetype::metagross,True
Team Rocket's Transceiver · DRI 178,Team Rocket's Transceiver,Metagross,ptcg::archetype::metagross,True
Ultra Ball · BRS 150,Ultra Ball,Metagross,ptcg::archetype::metagross,True
Binding Mochi · SFA 055,Binding Mochi,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Black Belt's Training · SVP 219,Black Belt's Training,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Boss's Orders · PAL 172,Boss's Orders,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Budew · PRE 004,Budew,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Cyrano · SSP 170,Cyrano,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Darkness Energy · DP 129,Darkness Energy,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Fezandipiti ex · SFA 038,Fezandipiti ex,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Lillie's Determination · MEG 119,Lillie's Determination,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Meowth ex · POR 062,Meowth ex,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Munkidori · TWM 095,Munkidori,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's Castle · JTG 152,N's Castle,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's Darmanitan · ASC 033,N's Darmanitan,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's Darumaka · JTG 026,N's Darumaka,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's PP Up · JTG 153,N's PP Up,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's Zekrom · MEP 031,N's Zekrom,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's Zoroark ex · ASC 137,N's Zoroark ex,N's Zoroark,ptcg::archetype::n_s_zoroark,True
N's Zorua · SVP 189,N's Zorua,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Night Stretcher · SFA 061,Night Stretcher,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Pecharunt ex · SFA 039,Pecharunt ex,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Poké Pad · ASC 198,Poké Pad,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Ruffian · JTG 157,Ruffian,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Secret Box · TWM 163,Secret Box,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Special Red Card · CRI 082,Special Red Card,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Tatsugiri · SVP 118,Tatsugiri,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Transformation Tome · CRI 083,Transformation Tome,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Ultra Ball · BRS 150,Ultra Ball,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Yveltal · MEG 088,Yveltal,N's Zoroark,ptcg::archetype::n_s_zoroark,True
Applin · TWM 017,Applin,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Bayleef · ASC 009,Bayleef,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Bayleef · MEG 009,Bayleef,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Boss's Orders · PAL 172,Boss's Orders,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Briar · SCR 132,Briar,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Bug Catching Set · TWM 143,Bug Catching Set,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Celebi · MEG 012,Celebi,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Chikorita · ASC 008,Chikorita,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Chikorita · MEG 008,Chikorita,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Dawn · PFL 087,Dawn,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Dipplin · TWM 018,Dipplin,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Forest of Vitality · MEG 117,Forest of Vitality,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Grass Energy · BS 99,Grass Energy,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Hoothoot · SCR 114,Hoothoot,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Hydrapple ex · SCR 014,Hydrapple ex,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Lana's Aid · TWM 155,Lana's Aid,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Lillie's Determination · MEG 119,Lillie's Determination,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Meganium · MEG 010,Meganium,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Meowth ex · POR 062,Meowth ex,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Night Stretcher · SFA 061,Night Stretcher,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Noctowl · SVP 141,Noctowl,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Poké Pad · ASC 198,Poké Pad,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Special Red Card · CRI 082,Special Red Card,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Tapu Bulu · SFA 006,Tapu Bulu,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Teal Mask Ogerpon ex · SVP 166,Teal Mask Ogerpon ex,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Ultra Ball · BRS 150,Ultra Ball,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Unfair Stamp · TWM 165,Unfair Stamp,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium,True
Air Balloon · BLK 079,Air Balloon,Okidogi,ptcg::archetype::okidogi,True
Barbaracle · POR 043,Barbaracle,Okidogi,ptcg::archetype::okidogi,False
Battle Cage · PFL 085,Battle Cage,Okidogi,ptcg::archetype::okidogi,False
Binacle · POR 042,Binacle,Okidogi,ptcg::archetype::okidogi,False
Bloodmoon Ursaluna · SFA 025,Bloodmoon Ursaluna,Okidogi,ptcg::archetype::okidogi,False
Boss's Orders · PAL 172,Boss's Orders,Okidogi,ptcg::archetype::okidogi,True
Brave Bangle · WHT 080,Brave Bangle,Okidogi,ptcg::archetype::okidogi,True
Ciphermaniac's Codebreaking · TEF 145,Ciphermaniac's Codebreaking,Okidogi,ptcg::archetype::okidogi,True
Cornerstone Mask Ogerpon ex · TWM 112,Cornerstone Mask Ogerpon ex,Okidogi,ptcg::archetype::okidogi,False
Fighting Energy · BS 97,Fighting Energy,Okidogi,ptcg::archetype::okidogi,True
Fighting Gong · MEG 116,Fighting Gong,Okidogi,ptcg::archetype::okidogi,True
Legacy Energy · TWM 167,Legacy Energy,Okidogi,ptcg::archetype::okidogi,True
Lillie's Determination · MEG 119,Lillie's Determination,Okidogi,ptcg::archetype::okidogi,True
Lunatone · MEP 004,Lunatone,Okidogi,ptcg::archetype::okidogi,True
Morty's Conviction · TEF 155,Morty's Conviction,Okidogi,ptcg::archetype::okidogi,False
Night Stretcher · SFA 061,Night Stretcher,Okidogi,ptcg::archetype::okidogi,True
Okidogi · TWM 111,Okidogi,Okidogi,ptcg::archetype::okidogi,False
Poké Pad · ASC 198,Poké Pad,Okidogi,ptcg::archetype::okidogi,True
Pokégear 3.0 · UNB 182,Pokégear 3.0,Okidogi,ptcg::archetype::okidogi,False
Premium Power Pro · MEG 124,Premium Power Pro,Okidogi,ptcg::archetype::okidogi,True
Prism Energy · BLK 086,Prism Energy,Okidogi,ptcg::archetype::okidogi,True
Solrock · MEG 075,Solrock,Okidogi,ptcg::archetype::okidogi,True
Special Red Card · CRI 082,Special Red Card,Okidogi,ptcg::archetype::okidogi,True
Tarragon · POR 085,Tarragon,Okidogi,ptcg::archetype::okidogi,False
Air Balloon · BLK 079,Air Balloon,Palafin,ptcg::archetype::palafin,True
Black Belt's Training · SVP 219,Black Belt's Training,Palafin,ptcg::archetype::palafin,True
Boss's Orders · PAL 172,Boss's Orders,Palafin,ptcg::archetype::palafin,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Palafin,ptcg::archetype::palafin,True
Crispin · SCR 133,Crispin,Palafin,ptcg::archetype::palafin,True
Darkness Energy · DP 129,Darkness Energy,Palafin,ptcg::archetype::palafin,True
Dudunsparce ex · JTG 121,Dudunsparce ex,Palafin,ptcg::archetype::palafin,True
Dudunsparce · TEF 129,Dudunsparce,Palafin,ptcg::archetype::palafin,True
Dunsparce · JTG 120,Dunsparce,Palafin,ptcg::archetype::palafin,True
Dunsparce · TEF 128,Dunsparce,Palafin,ptcg::archetype::palafin,False
Energy Search · SVI 172,Energy Search,Palafin,ptcg::archetype::palafin,False
Finizen · TWM 059,Finizen,Palafin,ptcg::archetype::palafin,False
Gravity Mountain · SSP 177,Gravity Mountain,Palafin,ptcg::archetype::palafin,True
Great Haul Net · CRI 078,Great Haul Net,Palafin,ptcg::archetype::palafin,False
Hilda · WHT 084,Hilda,Palafin,ptcg::archetype::palafin,True
Lillie's Determination · MEG 119,Lillie's Determination,Palafin,ptcg::archetype::palafin,True
Mega Starmie ex · POR 021,Mega Starmie ex,Palafin,ptcg::archetype::palafin,False
Meowth ex · POR 062,Meowth ex,Palafin,ptcg::archetype::palafin,True
Munkidori · TWM 095,Munkidori,Palafin,ptcg::archetype::palafin,True
Night Stretcher · SFA 061,Night Stretcher,Palafin,ptcg::archetype::palafin,True
Palafin ex · SVP 126,Palafin ex,Palafin,ptcg::archetype::palafin,False
Palafin · TWM 060,Palafin,Palafin,ptcg::archetype::palafin,False
Poké Pad · ASC 198,Poké Pad,Palafin,ptcg::archetype::palafin,True
Scoop Up Cyclone · TWM 162,Scoop Up Cyclone,Palafin,ptcg::archetype::palafin,False
Special Red Card · CRI 082,Special Red Card,Palafin,ptcg::archetype::palafin,True
Staryu · POR 020,Staryu,Palafin,ptcg::archetype::palafin,False
Surfing Beach · MEG 129,Surfing Beach,Palafin,ptcg::archetype::palafin,True
Switch · BLW 104,Switch,Palafin,ptcg::archetype::palafin,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Palafin,ptcg::archetype::palafin,True
Tool Scrapper · RCL 168,Tool Scrapper,Palafin,ptcg::archetype::palafin,False
Ultra Ball · BRS 150,Ultra Ball,Palafin,ptcg::archetype::palafin,True
Water Energy · BS 102,Water Energy,Palafin,ptcg::archetype::palafin,True
Area Zero Underdepths · SCR 131,Area Zero Underdepths,Raging Bolt,ptcg::archetype::raging_bolt,True
Boss's Orders · PAL 172,Boss's Orders,Raging Bolt,ptcg::archetype::raging_bolt,True
Chien-Pao · SVP 152,Chien-Pao,Raging Bolt,ptcg::archetype::raging_bolt,True
Ciphermaniac's Codebreaking · TEF 145,Ciphermaniac's Codebreaking,Raging Bolt,ptcg::archetype::raging_bolt,True
Crispin · SCR 133,Crispin,Raging Bolt,ptcg::archetype::raging_bolt,True
Cyrano · SSP 170,Cyrano,Raging Bolt,ptcg::archetype::raging_bolt,True
Energy Switch · SVI 173,Energy Switch,Raging Bolt,ptcg::archetype::raging_bolt,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Fighting Energy · BS 97,Fighting Energy,Raging Bolt,ptcg::archetype::raging_bolt,True
Glass Trumpet · SCR 135,Glass Trumpet,Raging Bolt,ptcg::archetype::raging_bolt,True
Grass Energy · BS 99,Grass Energy,Raging Bolt,ptcg::archetype::raging_bolt,True
Iron Leaves ex · SVP 128,Iron Leaves ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Latias ex · SSP 076,Latias ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Lightning Energy · BS 100,Lightning Energy,Raging Bolt,ptcg::archetype::raging_bolt,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Lillie's Determination · MEG 119,Lillie's Determination,Raging Bolt,ptcg::archetype::raging_bolt,True
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Meowth ex · POR 062,Meowth ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Night Stretcher · SFA 061,Night Stretcher,Raging Bolt,ptcg::archetype::raging_bolt,True
Passimian · SSP 111,Passimian,Raging Bolt,ptcg::archetype::raging_bolt,True
Psychic Energy · BS 101,Psychic Energy,Raging Bolt,ptcg::archetype::raging_bolt,True
Raging Bolt ex · SVP 145,Raging Bolt ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Teal Mask Ogerpon ex · SVP 166,Teal Mask Ogerpon ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Ultra Ball · BRS 150,Ultra Ball,Raging Bolt,ptcg::archetype::raging_bolt,True
Unfair Stamp · TWM 165,Unfair Stamp,Raging Bolt,ptcg::archetype::raging_bolt,True
Water Energy · BS 102,Water Energy,Raging Bolt,ptcg::archetype::raging_bolt,True
Wellspring Mask Ogerpon ex · TWM 064,Wellspring Mask Ogerpon ex,Raging Bolt,ptcg::archetype::raging_bolt,True
Ignition Energy · WHT 086,Ignition Energy,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Miracle Headset · SSP 183,Miracle Headset,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Night Stretcher · SFA 061,Night Stretcher,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Poké Pad · ASC 198,Poké Pad,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Roto-Stick · PRE 127,Roto-Stick,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Archer · DRI 170,Team Rocket's Archer,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Ariana · DRI 171,Team Rocket's Ariana,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Articuno · DRI 051,Team Rocket's Articuno,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Energy · ASC 217,Team Rocket's Energy,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Factory · DRI 173,Team Rocket's Factory,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Giovanni · DRI 174,Team Rocket's Giovanni,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Honchkrow · ASC 127,Team Rocket's Honchkrow,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Murkrow · DRI 127,Team Rocket's Murkrow,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Porygon · DRI 153,Team Rocket's Porygon,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Porygon2 · DRI 154,Team Rocket's Porygon2,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Proton · DRI 177,Team Rocket's Proton,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Team Rocket's Transceiver · DRI 178,Team Rocket's Transceiver,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Ultra Ball · BRS 150,Ultra Ball,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow,True
Bug Catching Set · TWM 143,Bug Catching Set,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Energy Switch · SVI 173,Energy Switch,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Grass Energy · BS 99,Grass Energy,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Lillie's Determination · MEG 119,Lillie's Determination,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Lucky Helmet · TWM 158,Lucky Helmet,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Maximum Belt · TEF 154,Maximum Belt,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,False
Night Stretcher · SFA 061,Night Stretcher,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Prism Tower · CRI 080,Prism Tower,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,False
Psychic Energy · BS 101,Psychic Energy,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Ariana · DRI 171,Team Rocket's Ariana,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Articuno · DRI 051,Team Rocket's Articuno,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Energy · ASC 217,Team Rocket's Energy,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Factory · DRI 173,Team Rocket's Factory,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Giovanni · DRI 174,Team Rocket's Giovanni,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Mewtwo ex · DRI 081,Team Rocket's Mewtwo ex,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,False
Team Rocket's Mimikyu · DRI 087,Team Rocket's Mimikyu,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,False
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Proton · DRI 177,Team Rocket's Proton,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Team Rocket's Spidops · ASC 019,Team Rocket's Spidops,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,False
Team Rocket's Tarountula · DRI 019,Team Rocket's Tarountula,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,False
Team Rocket's Transceiver · DRI 178,Team Rocket's Transceiver,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Ultra Ball · BRS 150,Ultra Ball,Rocket's Mewtwo,ptcg::archetype::rocket_s_mewtwo,True
Brave Bangle · WHT 080,Brave Bangle,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Bug Catching Set · TWM 143,Bug Catching Set,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Energy Switch · SVI 173,Energy Switch,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Grass Energy · BS 99,Grass Energy,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
