card_key,display_label,name,category,top10_core,top50,source_locator_count,source_locators,archetype_count,archetypes,anki_tags
Okidogi · TWM 111,Okidogi · PRE 057,Okidogi,Pokemon,False,True,1,TWM-111,1,Okidogi,ptcg::archetype::okidogi ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Oricorio ex · PFL 018,Oricorio ex · PFL 018,Oricorio ex,Pokemon,False,True,1,PFL-18,1,Mega Charizard X,ptcg::archetype::mega_charizard_x ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Palafin ex · SVP 126,Palafin ex,Palafin ex,Pokemon,False,True,1,TWM-61,1,Palafin,ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Palafin · TWM 060,Palafin · TWM 060,Palafin,Pokemon,False,True,1,TWM-60,1,Palafin,ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Passimian · SSP 111,Passimian,Passimian,Pokemon,True,True,1,SSP-111,2,Raging Bolt | Tera Box,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Pecharunt ex · SFA 039,Pecharunt ex,Pecharunt ex,Pokemon,True,True,1,SFA-39,5,Basic Box | Mega Absol Box | Mega Sharpedo | N's Zoroark | Toxtricity,ptcg::archetype::basic_box ptcg::archetype::mega_absol_box ptcg::archetype::mega_sharpedo ptcg::archetype::n_s_zoroark ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Pecharunt · SVP 129,Pecharunt · SVP 129,Pecharunt,Pokemon,False,True,1,SVP-129,1,Toxtricity,ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Petilil · BLK 006,Petilil · BLK 006,Petilil,Pokemon,False,True,1,BLK-6,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Philippe · CRI 079,Philippe,Philippe,Trainer,False,True,1,CRI-79,1,Archaludon,ptcg::archetype::archaludon ptcg::card_type::trainer ptcg::meta::2026_06::top50
Pikachu ex · SSP 057,Pikachu ex · ASC 057,Pikachu ex,Pokemon,False,True,1,ASC-57,1,Joltik Box,ptcg::archetype::joltik_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Piplup · PFL 027,Piplup · PFL 027,Piplup,Pokemon,False,True,1,PFL-27,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Poké Pad · ASC 198,Poké Pad,Poké Pad,Trainer,True,True,1,POR-81,38,Alakazam | Archaludon | Beedrill | Bloodmoon Ursaluna | Bronzong | Ceruledge | Cynthia's Garchomp | Decidueye | Doublade | Dragapult | Eelektrik | Ethan's Typhlosion | Festival Lead | Flareon | Froslass Munkidori | Greninja | Hop's Trevenant | Hydreigon | Marnie's Grimmsnarl | Mega Charizard X | Mega Diancie | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Lucario | Mega Sharpedo | Mega Starmie | Mega Venusaur | N's Zoroark | Ogerpon Meganium | Okidogi | Palafin | Rocket's Honchkrow | Rocket's Spidops | Slowking | Sylveon | Tera Box | Toxtricity,ptcg::archetype::alakazam ptcg::archetype::archaludon ptcg::archetype::beedrill ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::bronzong ptcg::archetype::ceruledge ptcg::archetype::cynthia_s_garchomp ptcg::archetype::decidueye ptcg::archetype::doublade ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::flareon ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::hop_s_trevenant ptcg::archetype::hydreigon ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::mega_sharpedo ptcg::archetype::mega_starmie ptcg::archetype::mega_venusaur ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::okidogi ptcg::archetype::palafin ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::sylveon ptcg::archetype::tera_box ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Pokégear 3.0 · UNB 182,Pokégear 3.0,Pokégear 3.0,Trainer,False,True,1,SVI-186,12,Bronzong | Crustle | Cynthia's Garchomp | Froslass Munkidori | Hop's Trevenant | Kangaskhan Bouffalant | Mega Froslass | Mega Lopunny | Mega Manectric | Okidogi | Sylveon | Toxtricity,ptcg::archetype::bronzong ptcg::archetype::crustle ptcg::archetype::cynthia_s_garchomp ptcg::archetype::froslass_munkidori ptcg::archetype::hop_s_trevenant ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_froslass ptcg::archetype::mega_lopunny ptcg::archetype::mega_manectric ptcg::archetype::okidogi ptcg::archetype::sylveon ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top50
Pokémon Catcher · SVI 187,Pokémon Catcher,Pokémon Catcher,Trainer,False,True,1,POR-82,2,Ceruledge | Ethan's Typhlosion,ptcg::archetype::ceruledge ptcg::archetype::ethan_s_typhlosion ptcg::card_type::trainer ptcg::meta::2026_06::top50
Pokémon Center Lady · SSH 176,Pokémon Center Lady,Pokémon Center Lady,Trainer,False,True,1,MEG-123,1,Crustle,ptcg::archetype::crustle ptcg::card_type::trainer ptcg::meta::2026_06::top50
Postwick · JTG 154,Postwick,Postwick,Trainer,False,True,1,JTG-154,1,Hop's Trevenant,ptcg::archetype::hop_s_trevenant ptcg::card_type::trainer ptcg::meta::2026_06::top50
Powerglass · SFA 063,Powerglass,Powerglass,Trainer,False,True,1,SFA-63,1,Mega Diancie,ptcg::archetype::mega_diancie ptcg::card_type::trainer ptcg::meta::2026_06::top50
Precious Trolley · SSP 185,Precious Trolley,Precious Trolley,Trainer,False,True,1,SSP-185,4,Joltik Box | Kangaskhan Bouffalant | Mega Absol Box | Metagross,ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::metagross ptcg::card_type::trainer ptcg::meta::2026_06::top50
Premium Power Pro · MEG 124,Premium Power Pro,Premium Power Pro,Trainer,True,True,1,MEG-124,3,Cynthia's Garchomp | Mega Lucario | Okidogi,ptcg::archetype::cynthia_s_garchomp ptcg::archetype::mega_lucario ptcg::archetype::okidogi ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Prime Catcher · TEF 157,Prime Catcher,Prime Catcher,Trainer,False,True,1,TEF-157,3,Decidueye | Lillie's Clefairy | Mega Manectric,ptcg::archetype::decidueye ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_manectric ptcg::card_type::trainer ptcg::meta::2026_06::top50
Prism Energy · BLK 086,Prism Energy,Prism Energy,Energy,True,True,1,ASC-216,2,Basic Box | Okidogi,ptcg::archetype::basic_box ptcg::archetype::okidogi ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Prism Tower · CRI 080,Prism Tower,Prism Tower,Trainer,False,True,1,CRI-80,3,Archaludon | Mega Absol Box | Rocket's Mewtwo,ptcg::archetype::archaludon ptcg::archetype::mega_absol_box ptcg::archetype::rocket_s_mewtwo ptcg::card_type::trainer ptcg::meta::2026_06::top50
Psychic Energy · BS 101,Psychic Energy,Psychic Energy,Energy,True,True,1,MEE-5,18,Alakazam | Basic Box | Bronzong | Dragapult | Flareon | Hydreigon | Joltik Box | Kangaskhan Bouffalant | Lillie's Clefairy | Mega Diancie | Mega Manectric | Raging Bolt | Rocket's Mewtwo | Rocket's Spidops | Slowking | Steven's Metagross | Sylveon | Tera Box,ptcg::archetype::alakazam ptcg::archetype::basic_box ptcg::archetype::bronzong ptcg::archetype::dragapult ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::archetype::mega_manectric ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::archetype::sylveon ptcg::archetype::tera_box ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Psyduck · ASC 039,Psyduck · ASC 039,Psyduck,Pokemon,True,True,1,ASC-39,8,Bloodmoon Ursaluna | Festival Lead | Kangaskhan Bouffalant | Mega Absol Box | Mega Charizard X | Mega Greninja | Mega Lopunny | Sylveon,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::festival_lead ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::sylveon ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Raging Bolt ex · SVP 145,Raging Bolt ex,Raging Bolt ex,Pokemon,True,True,1,TEF-123,2,Raging Bolt | Tera Box,ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Rare Candy · SSH 180,Rare Candy,Rare Candy,Trainer,True,True,1,MEG-125,10,Alakazam | Cynthia's Garchomp | Ethan's Typhlosion | Greninja | Hydreigon | Marnie's Grimmsnarl | Mega Charizard X | Mega Diancie | Mega Greninja | Steven's Metagross,ptcg::archetype::alakazam ptcg::archetype::cynthia_s_garchomp ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::hydreigon ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_greninja ptcg::archetype::steven_s_metagross ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Redeemable Ticket · JTG 156,Redeemable Ticket,Redeemable Ticket,Trainer,False,True,1,JTG-156,2,Beedrill | Ethan's Typhlosion,ptcg::archetype::beedrill ptcg::archetype::ethan_s_typhlosion ptcg::card_type::trainer ptcg::meta::2026_06::top50
Regigigas · PRE 086,Regigigas,Regigigas,Pokemon,False,True,1,PRE-86,1,Metagross,ptcg::archetype::metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Relicanth · TEF 084,Relicanth,Relicanth,Pokemon,False,True,1,TEF-84,2,Archaludon | Decidueye,ptcg::archetype::archaludon ptcg::archetype::decidueye ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Repel · MEG 126,Repel,Repel,Trainer,False,True,1,MEG-126,1,Froslass Munkidori,ptcg::archetype::froslass_munkidori ptcg::card_type::trainer ptcg::meta::2026_06::top50
Rillaboom · TWM 016,Rillaboom,Rillaboom,Pokemon,False,True,1,TWM-16,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Riolu · MEP 010,Riolu · ASC 112,Riolu,Pokemon,True,True,1,MEG-76,1,Mega Lucario,ptcg::archetype::mega_lucario ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Riolu · PRE 050,Riolu · PRE 050,Riolu,Pokemon,True,True,1,PRE-50,1,Mega Lucario,ptcg::archetype::mega_lucario ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Risky Ruins · MEG 127,Risky Ruins,Risky Ruins,Trainer,False,True,1,MEG-127,3,Bloodmoon Ursaluna | Mega Froslass | Mega Starmie,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::mega_froslass ptcg::archetype::mega_starmie ptcg::card_type::trainer ptcg::meta::2026_06::top50
Rocky Fighting Energy · POR 087,Rocky Fighting Energy,Rocky Fighting Energy,Energy,True,True,1,POR-87,2,Cynthia's Garchomp | Mega Lucario,ptcg::archetype::cynthia_s_garchomp ptcg::archetype::mega_lucario ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Roto-Stick · PRE 127,Roto-Stick,Roto-Stick,Trainer,True,True,1,PRE-127,1,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Rowlet · SFA 003,Rowlet · SFA 003,Rowlet,Pokemon,False,True,1,SFA-3,1,Decidueye,ptcg::archetype::decidueye ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Ruffian · JTG 157,Ruffian,Ruffian,Trainer,True,True,1,JTG-157,1,N's Zoroark,ptcg::archetype::n_s_zoroark ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Sacred Ash · DRI 168,Sacred Ash,Sacred Ash,Trainer,True,True,1,DRI-168,4,Alakazam | Beedrill | Decidueye | Rocket's Spidops,ptcg::archetype::alakazam ptcg::archetype::beedrill ptcg::archetype::decidueye ptcg::archetype::rocket_s_spidops ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Salvatore · TEF 160,Salvatore,Salvatore,Trainer,False,True,1,TEF-160,2,Bronzong | Mega Starmie,ptcg::archetype::bronzong ptcg::archetype::mega_starmie ptcg::card_type::trainer ptcg::meta::2026_06::top50
Scatterbug · SSP 005,Scatterbug · SSP 005,Scatterbug,Pokemon,False,True,1,SSP-5,1,Decidueye,ptcg::archetype::decidueye ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Scoop Up Cyclone · TWM 162,Scoop Up Cyclone,Scoop Up Cyclone,Trainer,False,True,1,TWM-162,2,Archaludon | Palafin,ptcg::archetype::archaludon ptcg::archetype::palafin ptcg::card_type::trainer ptcg::meta::2026_06::top50
Seaking · PRE 021,Seaking · PRE 021,Seaking,Pokemon,False,True,1,PRE-21,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Secret Box · TWM 163,Secret Box,Secret Box,Trainer,True,True,1,TWM-163,11,Bloodmoon Ursaluna | Bronzong | Ethan's Typhlosion | Festival Lead | Hop's Trevenant | Marnie's Grimmsnarl | Mega Diancie | N's Zoroark | Rocket's Spidops | Slowking | Toxtricity,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::bronzong ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::hop_s_trevenant ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_diancie ptcg::archetype::n_s_zoroark ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Shaymin · DRI 010,Shaymin · DRI 010,Shaymin,Pokemon,True,True,1,DRI-10,12,Alakazam | Bloodmoon Ursaluna | Cynthia's Garchomp | Doublade | Ethan's Typhlosion | Festival Lead | Greninja | Hop's Trevenant | Mega Charizard X | Mega Froslass | Mega Venusaur | Metagross,ptcg::archetype::alakazam ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::cynthia_s_garchomp ptcg::archetype::doublade ptcg::archetype::ethan_s_typhlosion ptcg::archetype::festival_lead ptcg::archetype::greninja ptcg::archetype::hop_s_trevenant ptcg::archetype::mega_charizard_x ptcg::archetype::mega_froslass ptcg::archetype::mega_venusaur ptcg::archetype::metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Slowking · SCR 058,Slowking · SCR 058,Slowking,Pokemon,True,True,1,SCR-58,1,Slowking,ptcg::archetype::slowking ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Slowpoke · SCR 057,Slowpoke · SCR 057,Slowpoke,Pokemon,True,True,1,SCR-57,1,Slowking,ptcg::archetype::slowking ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Smoochum · SSP 075,Smoochum,Smoochum,Pokemon,False,True,1,SSP-75,1,Kangaskhan Bouffalant,ptcg::archetype::kangaskhan_bouffalant ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Snom · TEF 045,Snom · TEF 045,Snom,Pokemon,False,True,1,TEF-45,1,Froslass Munkidori,ptcg::archetype::froslass_munkidori ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Snorunt · ASC 046,Snorunt · ASC 046,Snorunt,Pokemon,False,True,1,ASC-46,6,Bronzong | Froslass Munkidori | Greninja | Marnie's Grimmsnarl | Mega Froslass | Mega Starmie,ptcg::archetype::bronzong ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_froslass ptcg::archetype::mega_starmie ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Snover · MEG 035,Snover · MEG 035,Snover,Pokemon,False,True,1,MEG-35,1,Mega Abomasnow,ptcg::archetype::mega_abomasnow ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Solrock · MEG 075,Solrock,Solrock,Pokemon,True,True,1,MEG-75,4,Bloodmoon Ursaluna | Ceruledge | Mega Lucario | Okidogi,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::ceruledge ptcg::archetype::mega_lucario ptcg::archetype::okidogi ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Sparkling Crystal · SCR 142,Sparkling Crystal,Sparkling Crystal,Trainer,False,True,1,SCR-142,1,Flareon,ptcg::archetype::flareon ptcg::card_type::trainer ptcg::meta::2026_06::top50
Special Red Card · CRI 082,Special Red Card,Special Red Card,Trainer,True,True,1,CRI-82,23,Archaludon | Basic Box | Beedrill | Bloodmoon Ursaluna | Dragapult | Eelektrik | Flareon | Greninja | Joltik Box | Kangaskhan Bouffalant | Marnie's Grimmsnarl | Mega Absol Box | Mega Charizard X | Mega Diancie | Mega Greninja | Mega Lucario | Metagross | N's Zoroark | Ogerpon Meganium | Okidogi | Palafin | Tera Box | Toxtricity,ptcg::archetype::archaludon ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::flareon ptcg::archetype::greninja ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_greninja ptcg::archetype::mega_lucario ptcg::archetype::metagross ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::okidogi ptcg::archetype::palafin ptcg::archetype::tera_box ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Spewpa · POR 008,Spewpa · POR 008,Spewpa,Pokemon,False,True,1,POR-8,1,Decidueye,ptcg::archetype::decidueye ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Spikemuth Gym · DRI 169,Spikemuth Gym,Spikemuth Gym,Trainer,False,True,1,DRI-169,1,Marnie's Grimmsnarl,ptcg::archetype::marnie_s_grimmsnarl ptcg::card_type::trainer ptcg::meta::2026_06::top50
Spiky Energy · JTG 159,Spiky Energy,Spiky Energy,Energy,False,True,1,JTG-159,2,Crustle | Sylveon,ptcg::archetype::crustle ptcg::archetype::sylveon ptcg::card_type::energy ptcg::meta::2026_06::top50
Staryu · POR 020,Staryu,Staryu,Pokemon,False,True,1,POR-20,5,Eelektrik | Greninja | Mega Froslass | Mega Starmie | Palafin,ptcg::archetype::eelektrik ptcg::archetype::greninja ptcg::archetype::mega_froslass ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Steven's Beldum · SVP 207,Steven's Beldum,Steven's Beldum,Pokemon,False,True,1,DRI-143,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Steven's Metagross ex · DRI 145,Steven's Metagross ex · DRI 145,Steven's Metagross ex,Pokemon,False,True,1,DRI-145,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Steven's Metang · DRI 144,Steven's Metang,Steven's Metang,Pokemon,False,True,1,DRI-144,1,Steven's Metagross,ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Surfing Beach · MEG 129,Surfing Beach,Surfing Beach,Trainer,True,True,1,MEG-129,3,Mega Abomasnow | Mega Greninja | Palafin,ptcg::archetype::mega_abomasnow ptcg::archetype::mega_greninja ptcg::archetype::palafin ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Switch · BLW 104,Switch,Switch,Trainer,True,True,1,MEG-130,11,Bronzong | Crustle | Cynthia's Garchomp | Ethan's Typhlosion | Greninja | Hop's Trevenant | Kangaskhan Bouffalant | Mega Charizard X | Mega Diancie | Palafin | Slowking,ptcg::archetype::bronzong ptcg::archetype::crustle ptcg::archetype::cynthia_s_garchomp ptcg::archetype::ethan_s_typhlosion ptcg::archetype::greninja ptcg::archetype::hop_s_trevenant ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::palafin ptcg::archetype::slowking ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Sylveon ex · SSP 086,Sylveon ex,Sylveon ex,Pokemon,False,True,1,SSP-86,1,Flareon,ptcg::archetype::flareon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Sylveon · PRE 040,Sylveon · PRE 040,Sylveon,Pokemon,False,True,1,PRE-40,1,Sylveon,ptcg::archetype::sylveon ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Tapu Bulu · SFA 006,Tapu Bulu,Tapu Bulu,Pokemon,True,True,1,SFA-6,1,Ogerpon Meganium,ptcg::archetype::ogerpon_meganium ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Tarragon · POR 085,Tarragon,Tarragon,Trainer,False,True,1,POR-85,2,Bloodmoon Ursaluna | Okidogi,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::okidogi ptcg::card_type::trainer ptcg::meta::2026_06::top50
Tatsugiri · SVP 118,Tatsugiri,Tatsugiri,Pokemon,True,True,1,TWM-131,3,Marnie's Grimmsnarl | Mega Sharpedo | N's Zoroark,ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_sharpedo ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Teal Mask Ogerpon ex · SVP 166,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex,Pokemon,True,True,1,TWM-25,5,Basic Box | Mega Venusaur | Ogerpon Meganium | Raging Bolt | Tera Box,ptcg::archetype::basic_box ptcg::archetype::mega_venusaur ptcg::archetype::ogerpon_meganium ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Archer · DRI 170,Team Rocket's Archer,Team Rocket's Archer,Trainer,True,True,1,ASC-201,2,Rocket's Honchkrow | Rocket's Spidops,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_spidops ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Ariana · DRI 171,Team Rocket's Ariana,Team Rocket's Ariana,Trainer,True,True,1,ASC-202,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Articuno · DRI 051,Team Rocket's Articuno,Team Rocket's Articuno,Pokemon,True,True,1,DRI-51,7,Joltik Box | Kangaskhan Bouffalant | Metagross | Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops | Sylveon,ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::metagross ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::sylveon ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Energy · ASC 217,Team Rocket's Energy · ASC 217,Team Rocket's Energy,Energy,True,True,1,ASC-217,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Factory · DRI 173,Team Rocket's Factory,Team Rocket's Factory,Trainer,True,True,1,ASC-203,5,Crustle | Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops | Toxtricity,ptcg::archetype::crustle ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Giovanni · DRI 174,Team Rocket's Giovanni,Team Rocket's Giovanni,Trainer,True,True,1,ASC-204,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Honchkrow · ASC 127,Team Rocket's Honchkrow,Team Rocket's Honchkrow,Pokemon,True,True,1,ASC-127,1,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Kangaskhan ex · ASC 162,Team Rocket's Kangaskhan ex,Team Rocket's Kangaskhan ex,Pokemon,False,True,1,ASC-162,4,Joltik Box | Kangaskhan Bouffalant | Metagross | Rocket's Spidops,ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::metagross ptcg::archetype::rocket_s_spidops ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Team Rocket's Mewtwo ex · DRI 081,Team Rocket's Mewtwo ex · ASC 079,Team Rocket's Mewtwo ex,Pokemon,False,True,1,ASC-79,2,Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Team Rocket's Mimikyu · DRI 087,Team Rocket's Mimikyu,Team Rocket's Mimikyu,Pokemon,False,True,1,ASC-97,3,Rocket's Mewtwo | Rocket's Spidops | Steven's Metagross,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::steven_s_metagross ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Team Rocket's Murkrow · DRI 127,Team Rocket's Murkrow,Team Rocket's Murkrow,Pokemon,True,True,1,ASC-126,1,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
